clip_id,legacy_region_tr_hand_pve_mm,legacy_region_tr_left_hand_pve_mm,legacy_region_tr_right_hand_pve_mm,root_aligned_body_mpjpe_mm,root_aligned_body_pve_mm,root_aligned_hand_pve_mm,root_aligned_left_hand_pve_mm,root_aligned_right_hand_pve_mm,temporal_body_acceleration_error_mm_per_s2,temporal_body_high_frequency_energy_ratio,temporal_body_jerk_error_mm_per_s3,temporal_body_motion_amplitude_ratio,temporal_body_spectral_l1_distance,temporal_body_velocity_error_mm_per_s,temporal_hand_acceleration_error_mm_per_s2,temporal_hand_high_frequency_energy_ratio,temporal_hand_jerk_error_mm_per_s3,temporal_hand_motion_amplitude_ratio,temporal_hand_spectral_l1_distance,temporal_hand_velocity_error_mm_per_s,temporal_left_hand_acceleration_error_mm_per_s2,temporal_left_hand_high_frequency_energy_ratio,temporal_left_hand_jerk_error_mm_per_s3,temporal_left_hand_motion_amplitude_ratio,temporal_left_hand_spectral_l1_distance,temporal_left_hand_velocity_error_mm_per_s,temporal_right_hand_acceleration_error_mm_per_s2,temporal_right_hand_high_frequency_energy_ratio,temporal_right_hand_jerk_error_mm_per_s3,temporal_right_hand_motion_amplitude_ratio,temporal_right_hand_spectral_l1_distance,temporal_right_hand_velocity_error_mm_per_s,wrist_aligned_hand_pve_mm,wrist_aligned_left_hand_pve_mm,wrist_aligned_right_hand_pve_mm
LiebBitte,13.754849117135247,,13.754849117135247,49.41459806109492,70.57990502262588,86.11868457809828,,86.11868457809828,4577.274880168142,1.9845971065644452,115512.10610643587,2.698222108110303,0.7425082591065819,187.2916426310724,3420.3193219344616,0.7927346998434921,79163.4833866173,1.151079257327111,0.2419987381188574,159.91687031473356,,,,,,,3420.3193219344616,0.7927346998434921,79163.4833866173,1.151079257327111,0.2419987381188574,159.91687031473356,24.565445486210255,,24.565445486210255
Luegen,13.313773247724601,,13.313773247724601,52.150201065301744,75.00400473670996,55.70146939177363,,55.70146939177363,7323.430535796228,2.1110013176376854,200062.60333615605,2.215781694686288,0.6087541255004532,312.61217720350476,4324.245602265429,1.1447060887923175,110806.70609516022,0.8889842598493123,0.09258062623786856,216.60056257859185,,,,,,,4324.245602265429,1.1447060887923175,110806.70609516022,0.8889842598493123,0.09258062623786856,216.60056257859185,22.427227478309725,,22.427227478309725
Muell,15.57061760676286,,15.57061760676286,54.861903589418006,80.98143957532305,89.2167624891727,,89.2167624891727,8954.1183625684,1.5453006932040718,247428.07951850252,1.0326643380408462,0.1474304530210147,341.3143018490106,7744.008830979292,0.9979847322542915,218792.50284403344,0.9612456013335496,0.007527775352527126,320.8182975482752,,,,,,,7744.008830979292,0.9979847322542915,218792.50284403344,0.9612456013335496,0.007527775352527126,320.8182975482752,21.245077191275392,,21.245077191275392
Mutter,9.235855039233057,,9.235855039233057,52.282401658280065,71.11983379208765,59.61387121136614,,59.61387121136614,6676.298201293677,8.557359603407587,182631.08006607427,1.435656249364655,1.0966990441933522,254.79341749329782,4077.333631543822,1.6952165356916562,107323.03067094492,0.8097218211719718,0.1258468080653119,170.93392011058722,,,,,,,4077.333631543822,1.6952165356916562,107323.03067094492,0.8097218211719718,0.1258468080653119,170.93392011058722,20.122162888029347,,20.122162888029347
Naehen,12.630470806627487,15.211498536402326,10.049443076852647,55.329913407469874,43.17791775925107,51.67692323508041,48.800421297340705,54.55342517282011,4012.2037628374123,9.359436783714322,111813.69275081673,1.0698496624798932,0.2233797199037457,160.6896133286411,4208.51986781653,3.5273178442093682,112774.14490099135,1.290049781484808,0.3588866339328449,179.15711699753217,3562.8752076682713,4.02650596087898,92741.44091285682,1.5970067996823825,0.6573301003516844,152.5020699486495,4854.164527964788,3.028129727539756,132806.84888912586,0.9830927632872336,0.06044316751400549,205.81216404641486,20.943076692384935,24.522552818190636,17.363600566579237
Nebel,9.992248042207308,9.671999332870367,10.312496751544254,49.790234569748904,43.23809446566537,53.199916144681644,50.05739095252003,56.342441336843244,4931.760436493681,1.2083387670455095,123379.06207628064,1.1496137833178357,0.11081542164459214,208.61365759568605,4880.305890903741,1.0204186593044442,130923.54997964238,1.0640586354378154,0.051021600051909935,210.74729134575813,4639.5272975325815,1.0162108838112458,123506.30416776416,1.0726804945705009,0.04283020368994711,200.95969937875577,5121.084484274901,1.0246264347976424,138340.79579152062,1.0554367763051302,0.059212996413872766,220.53488331276048,15.781121777778667,15.554241329296389,16.00800222626094
Neu,11.9112066847668,13.348475006573896,10.473938362959712,57.848635593880694,44.078510368066915,59.09849094862492,48.442515056787826,69.75446684046202,4125.451459814585,1.0809088790446237,112340.05512887574,0.9968044327046889,0.046966224942305984,176.3698511536038,11901.413615540945,1.0414990353632378,352542.8352913508,0.993011624431313,0.07317136883693723,438.62750499106903,19166.892570326516,1.1508827715285368,574915.8578100856,1.0067605927454117,0.10667209769544156,640.7466146293058,4635.934660755375,0.9321152991979389,130169.81277261596,0.9792626561172142,0.03967063997843291,236.50839535283228,17.448100454470794,21.74150985849837,13.154691050443216
Operieren,10.991289350197562,12.73443645601052,9.248142244384601,52.195127004620645,38.83140338599,50.62127784521431,47.92429726361098,53.318258426817636,2095.9907910955735,1.8022975395793135,51994.23974798916,0.9565300301327266,0.14186686771701873,94.60969110925583,2810.7770857715086,2.591034019526418,68163.89086414565,1.220787801424711,0.32225996031004805,125.03554226899728,2404.864155621856,4.005362783030602,55221.76823329194,1.5664950542349634,0.5824520793034451,109.32789015347751,3216.6900159211614,1.176705256022234,81106.01349499937,0.8750805486144588,0.062067841316650954,140.74319438451704,16.863711298940075,23.488178214233844,10.239244383646303
Regen,9.844397716082916,8.749915869198661,10.938879562967179,47.71185873170348,42.604664886890774,63.070525753497826,61.22891314129576,64.9121383656999,5504.4655130932415,1.156467128952046,151472.85620656042,1.0736285915706352,0.08497138634658166,227.93967672059932,7425.444424266749,1.0761733150938506,204181.25739785194,1.0464763707667921,0.0702129274285327,327.7785470657644,7791.3451536348475,1.0794862760040078,209384.04683090662,1.0552648413375414,0.08955922817730169,344.17984675686995,7059.54369489865,1.0728603541836934,198978.46796479725,1.0376879001960426,0.05086662667976372,311.3772473746589,18.358273361945237,16.954535727576058,19.762010996314405
SauerWuetend,10.237802924632648,,10.237802924632648,54.23682321109711,84.40270080627324,40.985160780438285,,40.985160780438285,7399.61679757761,2.0330825055230344,187828.95282238748,1.4017070939768441,0.8111034471748862,286.4803040610063,7298.178444023757,1.053870010665456,184539.3534886135,1.0050189874920692,0.11217189704320595,316.87619040817987,,,,,,,7298.178444023757,1.053870010665456,184539.3534886135,1.0050189874920692,0.11217189704320595,316.87619040817987,14.838460664624005,,14.838460664624005
